Date;Hours;NO;SE;FI;DK;Nordic;EE;LV;LT;Baltic
14/01/2015;21Ê-Ê22;21256;19127;8358;4721;53463;1200;476;337;2013
14/01/2015;22Ê-Ê23;19702;18082;7983;4740;50507;1153;244;318;1715
14/01/2015;23Ê-Ê00;18111;17106;7728;4726;47670;1224;247;297;1768
15/01/2015;00Ê-Ê01;16688;16134;7527;4895;45244;1446;250;260;1956
15/01/2015;01Ê-Ê02;15494;15432;7372;4765;43063;1457;249;264;1970
15/01/2015;02Ê-Ê03;15009;15433;7373;4695;42511;1453;247;255;1955
15/01/2015;03Ê-Ê04;14957;15419;7354;4838;42567;1455;252;259;1966
15/01/2015;04Ê-Ê05;15537;15542;7488;5096;43664;1483;253;270;2006
15/01/2015;05Ê-Ê06;16725;16868;7977;5401;46970;1643;447;300;2390
15/01/2015;06Ê-Ê07;19874;18730;8871;6093;53569;1657;808;394;2859
15/01/2015;07Ê-Ê08;21904;21667;9204;6568;59341;1667;1120;430;3217
15/01/2015;08Ê-Ê09;22254;22338;9251;6764;60607;1674;1041;472;3187
15/01/2015;09Ê-Ê10;21742;22379;8981;6810;59911;1662;1048;471;3181
15/01/2015;10Ê-Ê11;21659;22340;8812;6849;59658;1656;1014;455;3125
15/01/2015;11Ê-Ê12;21346;21789;8719;6840;58694;1660;926;473;3059
15/01/2015;12Ê-Ê13;21139;21535;8697;6762;58132;1683;934;481;3098
15/01/2015;13Ê-Ê14;21128;21761;8743;6797;58429;1658;981;401;3040
15/01/2015;14Ê-Ê15;20864;21966;8942;6561;58333;1663;1042;379;3084
15/01/2015;15Ê-Ê16;21236;22308;9233;6391;59170;1682;1161;426;3269
15/01/2015;16Ê-Ê17;22018;22721;9281;6305;60324;1706;1139;456;3301
15/01/2015;17Ê-Ê18;22228;23012;9091;6204;60537;1725;1113;460;3298
15/01/2015;18Ê-Ê19;21659;22518;8900;6131;59208;1711;1000;465;3176
15/01/2015;19Ê-Ê20;21016;21511;8371;5975;56873;1700;778;400;2878
15/01/2015;20Ê-Ê21;20057;19705;7954;5988;53706;1641;619;410;2670
15/01/2015;21Ê-Ê22;19358;18813;7830;5659;51660;1659;468;414;2541
15/01/2015;22Ê-Ê23;18478;17816;7741;5572;49608;1587;275;363;2225
15/01/2015;23Ê-Ê00;16864;17084;7477;5377;46802;1363;270;364;1997
16/01/2015;00Ê-Ê01;15534;16443;7337;5421;44735;1333;267;361;1961
16/01/2015;01Ê-Ê02;14810;16186;7276;5446;43718;1302;269;394;1965
16/01/2015;02Ê-Ê03;14507;16085;7275;5466;43332;1322;269;375;1966
16/01/2015;03Ê-Ê04;14044;16213;7283;5512;43052;1331;272;378;1981
16/01/2015;04Ê-Ê05;14519;16348;7447;5685;43999;1361;273;339;1973
16/01/2015;05Ê-Ê06;15685;17479;7972;5852;46988;1678;379;341;2398
16/01/2015;06Ê-Ê07;18316;18980;8926;6152;52376;1695;745;424;2864
16/01/2015;07Ê-Ê08;20650;21344;9348;6693;58035;1690;1012;488;3190
16/01/2015;08Ê-Ê09;20677;22074;9286;7161;59199;1697;1053;512;3262
16/01/2015;09Ê-Ê10;20708;21623;9162;6888;58381;1700;1072;550;3322
16/01/2015;10Ê-Ê11;20676;21866;9173;6893;58609;1705;1054;491;3250
16/01/2015;11Ê-Ê12;20445;21883;9096;6812;58236;1712;1008;541;3261
16/01/2015;12Ê-Ê13;19758;22263;9043;6663;57729;1711;1029;483;3223
16/01/2015;13Ê-Ê14;19746;21881;8845;6607;57080;1702;942;485;3129
16/01/2015;14Ê-Ê15;19991;21735;8889;6358;56973;1701;928;482;3111
16/01/2015;15Ê-Ê16;20679;21941;9070;5879;57570;1710;1030;499;3239
16/01/2015;16Ê-Ê17;21821;22212;9124;5426;58583;1720;1116;523;3359
16/01/2015;17Ê-Ê18;22486;22459;9059;5422;59425;1719;1195;384;3298
16/01/2015;18Ê-Ê19;22886;22286;8860;5088;59120;1726;1078;374;3178
16/01/2015;19Ê-Ê20;21608;21738;8363;4896;56605;1695;782;334;2811
16/01/2015;20Ê-Ê21;20494;20818;7930;4707;53950;1698;685;312;2695
16/01/2015;21Ê-Ê22;20146;19482;7814;4506;51947;1693;560;297;2550
16/01/2015;22Ê-Ê23;19572;18437;7564;4404;49977;1690;254;213;2157
16/01/2015;23Ê-Ê00;18499;17345;7303;4283;47430;1635;206;211;2052
17/01/2015;00Ê-Ê01;18265;16188;7128;4287;45869;1241;196;192;1629
17/01/2015;01Ê-Ê02;17734;15742;7035;4261;44773;1150;194;197;1541
17/01/2015;02Ê-Ê03;17492;15598;6953;4178;44222;1096;191;214;1501
17/01/2015;03Ê-Ê04;17542;15486;6987;4002;44016;1118;198;191;1507
17/01/2015;04Ê-Ê05;17208;15489;6963;4155;43816;1109;202;185;1496
17/01/2015;05Ê-Ê06;17371;15664;7062;4099;44197;1133;316;202;1651
17/01/2015;06Ê-Ê07;17652;16068;7241;4429;45390;1132;323;244;1699
17/01/2015;07Ê-Ê08;19163;16656;7421;4495;47737;1148;471;190;1809
17/01/2015;08Ê-Ê09;20128;17479;7392;4830;49828;1181;520;298;1999
17/01/2015;09Ê-Ê10;21168;18293;7713;4956;52130;1184;647;227;2058
17/01/2015;10Ê-Ê11;21370;19024;7830;4952;53176;1171;670;244;2085
17/01/2015;11Ê-Ê12;21041;19005;7632;5295;52975;1153;583;320;2056
17/01/2015;12Ê-Ê13;20010;19172;7554;5474;52210;1166;608;320;2094
17/01/2015;13Ê-Ê14;19642;19160;7478;5386;51666;1117;713;184;2014
17/01/2015;14Ê-Ê15;19560;19350;7556;5296;51762;1125;718;193;2036
17/01/2015;15Ê-Ê16;20155;19591;7829;5060;52635;1167;756;227;2150
17/01/2015;16Ê-Ê17;21318;20492;8045;4851;54706;1192;793;266;2251
17/01/2015;17Ê-Ê18;21978;21053;8166;4765;55962;1199;770;280;2249
17/01/2015;18Ê-Ê19;21707;20730;8004;4758;55200;1199;747;320;2266
17/01/2015;19Ê-Ê20;20987;19972;7822;4816;53598;1204;726;293;2223
17/01/2015;20Ê-Ê21;19456;18888;7715;4907;50968;1152;613;327;2092
17/01/2015;21Ê-Ê22;18608;18022;7544;4831;49004;1152;328;341;1821
17/01/2015;22Ê-Ê23;18175;17304;7418;4744;47639;1141;214;288;1643
17/01/2015;23Ê-Ê00;16924;16438;7210;4472;45043;1117;212;270;1599
18/01/2015;00Ê-Ê01;15357;16041;7043;4078;42520;1046;217;266;1529
18/01/2015;01Ê-Ê02;15037;15951;6971;3847;41806;974;217;257;1448
18/01/2015;02Ê-Ê03;14615;15842;6881;3945;41281;960;215;268;1443
18/01/2015;03Ê-Ê04;14756;15681;6930;3748;41114;980;219;263;1462
18/01/2015;04Ê-Ê05;14433;15564;6920;3533;40451;998;220;254;1472
18/01/2015;05Ê-Ê06;14769;15650;6962;3432;40814;988;272;241;1501
18/01/2015;06Ê-Ê07;15627;15927;7019;3605;42179;1049;274;254;1577
18/01/2015;07Ê-Ê08;16782;16342;7153;3780;44059;1039;485;239;1763
18/01/2015;08Ê-Ê09;17621;17077;7411;3930;46041;1018;488;224;1730
18/01/2015;09Ê-Ê10;18718;17662;7649;3875;47906;1037;646;218;1901
18/01/2015;10Ê-Ê11;20002;18346;7700;3848;49897;1067;647;286;2000
18/01/2015;11Ê-Ê12;20826;19155;7732;3944;51658;1051;498;232;1781
18/01/2015;12Ê-Ê13;20291;19645;7596;3871;51402;1030;495;203;1728
18/01/2015;13Ê-Ê14;19845;19653;7577;3663;50738;998;491;193;1682
18/01/2015;14Ê-Ê15;20559;19891;7762;3454;51666;1028;473;190;1691
18/01/2015;15Ê-Ê16;22107;20468;7868;3370;53812;1034;589;219;1842
18/01/2015;16Ê-Ê17;23128;21044;8132;3424;55728;1032;672;216;1920
18/01/2015;17Ê-Ê18;24030;21504;8434;3523;57491;1047;693;216;1956
18/01/2015;18Ê-Ê19;23801;21922;8434;3475;57633;1037;679;221;1937
18/01/2015;19Ê-Ê20;23132;21719;8273;3491;56615;1045;648;224;1917
18/01/2015;20Ê-Ê21;22601;20976;8207;3355;55139;1063;577;203;1843
18/01/2015;21Ê-Ê22;22676;19734;8050;3026;53486;1036;306;218;1560
18/01/2015;22Ê-Ê23;22287;18690;7916;2953;51846;964;194;183;1341
18/01/2015;23Ê-Ê00;20999;17527;7608;2895;49030;877;192;182;1251
19/01/2015;00Ê-Ê01;19636;16862;7523;2636;46657;1032;191;177;1400
19/01/2015;01Ê-Ê02;18997;16737;7466;2784;45983;1111;190;176;1477
19/01/2015;02Ê-Ê03;18801;16663;7489;2889;45842;1124;276;179;1579
19/01/2015;03Ê-Ê04;18922;16667;7653;2775;46017;1094;370;179;1643
19/01/2015;04Ê-Ê05;19893;16915;7934;2754;47496;1131;453;176;1760
19/01/2015;05Ê-Ê06;21217;18491;8693;2819;51220;1279;466;203;1948
19/01/2015;06Ê-Ê07;23774;21249;9341;3053;57416;1312;934;230;2476
19/01/2015;07Ê-Ê08;25987;23659;9832;3967;63445;1305;1227;434;2966
19/01/2015;08Ê-Ê09;25646;23950;10071;4589;64258;1299;1291;442;3032
19/01/2015;09Ê-Ê10;25713;23864;9795;4440;63813;1306;1118;456;2880
19/01/2015;10Ê-Ê11;26026;24080;9702;4361;64169;1304;1063;438;2805
19/01/2015;11Ê-Ê12;25765;24028;9558;4745;64095;1301;1134;326;2761
19/01/2015;12Ê-Ê13;25669;24018;9473;4559;63718;1300;1154;348;2802
19/01/2015;13Ê-Ê14;25794;23957;9550;4409;63711;1301;1075;343;2719
19/01/2015;14Ê-Ê15;25688;23919;9485;4848;63939;1296;1313;329;2938
19/01/2015;15Ê-Ê16;25858;24019;9757;4469;64102;1293;1329;366;2988
19/01/2015;16Ê-Ê17;25814;24499;10151;4225;64689;1297;1328;424;3049
19/01/2015;17Ê-Ê18;25999;24431;10324;4455;65210;1295;1242;378;2915
19/01/2015;18Ê-Ê19;25534;24401;10165;4343;64443;1305;1169;353;2827
19/01/2015;19Ê-Ê20;25175;23940;9725;3971;62813;1297;849;199;2345
19/01/2015;20Ê-Ê21;24173;23013;9205;3801;60192;1284;720;175;2179
19/01/2015;21Ê-Ê22;23692;21984;9046;3579;58301;1277;420;226;1923
19/01/2015;22Ê-Ê23;22727;20913;8897;3460;56000;1278;224;177;1679
19/01/2015;23Ê-Ê00;21483;19701;8603;3365;53152;1209;187;171;1567
20/01/2015;00Ê-Ê01;21193;17959;8333;3336;50821;1167;187;175;1529
20/01/2015;01Ê-Ê02;20558;17631;8271;3180;49640;1161;187;179;1527
20/01/2015;02Ê-Ê03;20367;17535;8264;3055;49221;1134;212;182;1528
20/01/2015;03Ê-Ê04;20276;17577;8273;2992;49118;1093;219;182;1494
20/01/2015;04Ê-Ê05;21025;17781;8566;2930;50301;1161;223;189;1573
20/01/2015;05Ê-Ê06;21800;19340;9555;3133;53828;1198;270;320;1788
20/01/2015;06Ê-Ê07;23482;22337;10421;3705;59948;1284;592;467;2343
20/01/2015;07Ê-Ê08;25401;24470;10716;4266;64853;1327;1093;479;2899
20/01/2015;08Ê-Ê09;25777;24784;10570;4459;65592;1412;1019;480;2911
20/01/2015;09Ê-Ê10;25594;24807;10566;4611;65579;1322;1013;470;2805
20/01/2015;10Ê-Ê11;25780;24760;10420;4652;65614;1334;967;471;2772
20/01/2015;11Ê-Ê12;25508;24914;10426;4791;65639;1341;903;500;2744
20/01/2015;12Ê-Ê13;25248;24883;10527;4625;65282;1342;949;509;2800
20/01/2015;13Ê-Ê14;25166;24833;10533;4512;65043;1344;916;517;2777
20/01/2015;14Ê-Ê15;25153;24759;10540;4375;64828;1356;907;515;2778
20/01/2015;15Ê-Ê16;25299;24857;10631;3947;64735;1357;960;595;2912
20/01/2015;16Ê-Ê17;25378;24972;10917;4155;65423;1371;1359;702;3432
20/01/2015;17Ê-Ê18;25157;24937;10931;4484;65509;1380;1498;736;3614
20/01/2015;18Ê-Ê19;25027;24383;10806;4362;64578;1371;1364;594;3329
20/01/2015;19Ê-Ê20;25190;23534;10179;3710;62613;1370;601;527;2498
20/01/2015;20Ê-Ê21;24457;22662;9534;3403;60057;1369;467;516;2352
20/01/2015;21Ê-Ê22;24141;22156;9190;3050;58536;1354;361;355;2070
20/01/2015;22Ê-Ê23;23201;21016;8942;2825;55984;1355;215;258;1828
20/01/2015;23Ê-Ê00;21629;19754;8690;2832;52904;1344;206;235;1785
21/01/2015;00Ê-Ê01;20832;18550;8431;2883;50695;1325;204;232;1761
21/01/2015;01Ê-Ê02;20404;18133;8406;2817;49760;1257;202;257;1716
21/01/2015;02Ê-Ê03;20315;17913;8415;2797;49441;1275;202;255;1732
21/01/2015;03Ê-Ê04;20661;17837;8415;2752;49664;1294;204;240;1738
21/01/2015;04Ê-Ê05;21275;17929;8580;2831;50615;1385;218;242;1845
21/01/2015;05Ê-Ê06;22420;18945;9450;3017;53834;1509;319;420;2248
21/01/2015;06Ê-Ê07;23950;21791;10199;3522;59462;1558;652;476;2686
21/01/2015;07Ê-Ê08;25337;24024;10783;3992;64135;1592;1232;469;3293
21/01/2015;08Ê-Ê09;25447;24184;10921;4015;64568;1688;1281;616;3585
21/01/2015;09Ê-Ê10;25638;23723;10901;3932;64194;1565;1285;639;3489
21/01/2015;10Ê-Ê11;25671;23824;10902;3887;64284;1564;1189;556;3309
21/01/2015;11Ê-Ê12;25538;23980;10832;3939;64289;1574;1079;419;3072
21/01/2015;12Ê-Ê13;25158;23924;10735;3958;63776;1579;1104;420;3103
21/01/2015;13Ê-Ê14;25177;23844;10757;3836;63613;1583;1019;426;3028
21/01/2015;14Ê-Ê15;25144;23662;10836;3788;63430;1582;1059;412;3053
21/01/2015;15Ê-Ê16;25235;23567;10919;3812;63533;1588;1146;639;3373
21/01/2015;16Ê-Ê17;25450;23687;10941;3828;63906;1563;1221;788;3572
21/01/2015;17Ê-Ê18;25548;23768;11068;3819;64204;1553;1345;879;3777
21/01/2015;18Ê-Ê19;25201;23587;10996;3829;63612;1539;1196;647;3382
21/01/2015;19Ê-Ê20;25377;23181;10401;3470;62428;1537;690;409;2636
21/01/2015;20Ê-Ê21;25177;22451;9543;3314;60487;1467;582;404;2453
21/01/2015;21Ê-Ê22;24883;21431;9284;3231;58829;1461;335;325;2121
21/01/2015;22Ê-Ê23;24367;19953;9124;2999;56443;1453;189;165;1807
21/01/2015;23Ê-Ê00;22841;18874;8807;2891;53415;1434;187;164;1785
22/01/2015;00Ê-Ê01;21878;17647;8623;2655;50803;1343;185;220;1748
22/01/2015;01Ê-Ê02;21637;17299;8595;2599;50130;1310;185;219;1714
22/01/2015;02Ê-Ê03;21035;17244;8626;2482;49386;1290;186;207;1683
22/01/2015;03Ê-Ê04;20619;17372;8657;2491;49140;1365;206;163;1734
22/01/2015;04Ê-Ê05;21213;17547;8879;2409;50047;1379;299;164;1842
22/01/2015;05Ê-Ê06;22564;18593;9864;2561;53582;1393;489;228;2110
22/01/2015;06Ê-Ê07;24369;21481;10611;2840;59302;1390;939;229;2558
22/01/2015;07Ê-Ê08;25812;23735;10992;3118;63658;1385;1138;424;2947
22/01/2015;08Ê-Ê09;25890;23960;11120;3300;64271;1385;1216;632;3233
22/01/2015;09Ê-Ê10;25697;23827;11106;3310;63942;1386;1176;533;3095
22/01/2015;10Ê-Ê11;25660;23732;11132;3337;63861;1390;1191;430;3011
22/01/2015;11Ê-Ê12;25739;23653;11117;3463;63971;1393;1190;420;3003
22/01/2015;12Ê-Ê13;25538;23750;11051;3492;63832;1390;1199;383;2972
22/01/2015;13Ê-Ê14;25234;23779;10887;3433;63333;1394;1049;387;2830
22/01/2015;14Ê-Ê15;25080;23625;10788;3492;62984;1397;1046;419;2862
22/01/2015;15Ê-Ê16;25513;23245;10632;3442;62831;1399;1170;418;2987
22/01/2015;16Ê-Ê17;25781;23252;10766;3507;63306;1399;1184;557;3140
22/01/2015;17Ê-Ê18;26100;23224;10841;3584;63748;1405;1444;663;3512
22/01/2015;18Ê-Ê19;25794;23495;10917;3653;63860;1393;1108;628;3129
22/01/2015;19Ê-Ê20;26190;23624;10564;3278;63657;1395;880;225;2500
22/01/2015;20Ê-Ê21;25805;23036;10021;2909;61771;1386;731;229;2346
22/01/2015;21Ê-Ê22;25954;21586;9793;3073;60406;1389;417;232;2038
22/01/2015;22Ê-Ê23;25217;20040;9381;2962;57600;1393;187;175;1755
22/01/2015;23Ê-Ê00;24097;18880;8904;2879;54759;1390;184;169;1743
23/01/2015;00Ê-Ê01;22953;18227;8679;2721;52578;1307;191;169;1667
23/01/2015;01Ê-Ê02;22127;17703;8749;2601;51179;1297;192;168;1657
23/01/2015;02Ê-Ê03;21597;17313;8726;2610;50246;1340;193;165;1698
23/01/2015;03Ê-Ê04;21400;17463;8733;2546;50142;1390;223;166;1779
23/01/2015;04Ê-Ê05;22291;17690;8935;2650;51567;1408;302;172;1882
23/01/2015;05Ê-Ê06;23651;19105;9616;2711;55084;1407;423;297;2127
23/01/2015;06Ê-Ê07;25170;22257;10259;3126;60813;1409;827;383;2619
23/01/2015;07Ê-Ê08;26454;23755;10767;3800;64777;1411;1138;618;3167
23/01/2015;08Ê-Ê09;26139;24109;10810;3857;64915;1423;1247;685;3355
23/01/2015;09Ê-Ê10;26275;23689;11120;3837;64922;1442;1553;687;3682
23/01/2015;10Ê-Ê11;26634;23807;11164;4037;65644;1427;1219;684;3330
23/01/2015;11Ê-Ê12;26487;23865;11070;4222;65644;1441;1223;546;3210
23/01/2015;12Ê-Ê13;26348;23859;10905;4304;65418;1453;1218;441;3112
23/01/2015;13Ê-Ê14;26141;23842;10918;3932;64834;1437;973;397;2807
23/01/2015;14Ê-Ê15;26132;23952;10773;3750;64606;1440;958;389;2787
23/01/2015;15Ê-Ê16;26230;23855;10690;3988;64762;1449;1088;355;2892
23/01/2015;16Ê-Ê17;26402;23800;10798;4036;65038;1431;1107;387;2925
23/01/2015;17Ê-Ê18;26335;24018;10834;4605;65793;1427;1227;455;3109
23/01/2015;18Ê-Ê19;26030;24009;10619;4567;65225;1446;1023;373;2842
23/01/2015;19Ê-Ê20;25131;23346;9817;4364;62659;1419;697;360;2476
23/01/2015;20Ê-Ê21;24270;22433;9185;4545;60434;1408;603;333;2344
23/01/2015;21Ê-Ê22;23211;21234;8945;4725;58116;1414;429;251;2094
23/01/2015;22Ê-Ê23;21801;20257;8595;4915;55568;1420;198;170;1788
23/01/2015;23Ê-Ê00;20328;19113;8275;5262;52979;1400;196;173;1769
24/01/2015;00Ê-Ê01;18502;18044;8014;5432;49993;993;198;174;1365
24/01/2015;01Ê-Ê02;17454;17394;7944;5512;48304;941;198;170;1309
24/01/2015;02Ê-Ê03;16576;17338;7875;5588;47379;945;195;166;1306
24/01/2015;03Ê-Ê04;16224;17251;7909;5550;46933;922;198;165;1285
24/01/2015;04Ê-Ê05;16225;17411;7954;5605;47194;1000;198;166;1364
24/01/2015;05Ê-Ê06;16507;17746;7945;5710;47908;981;198;176;1355
24/01/2015;06Ê-Ê07;16874;18520;8008;5541;48944;997;200;217;1414
24/01/2015;07Ê-Ê08;17627;19327;8259;5353;50565;1085;314;220;1619
24/01/2015;08Ê-Ê09;18822;20513;8400;5491;53226;1140;482;182;1804
24/01/2015;09Ê-Ê10;20532;21449;8448;5505;55934;1229;518;209;1956
24/01/2015;10Ê-Ê11;21666;22010;8466;5079;57222;1248;516;228;1992
24/01/2015;11Ê-Ê12;21959;22030;8462;4730;57180;1268;500;232;2000
24/01/2015;12Ê-Ê13;21696;22068;8408;4644;56816;1275;500;235;2010
24/01/2015;13Ê-Ê14;21428;21909;8461;4512;56309;1290;483;244;2017
24/01/2015;14Ê-Ê15;21344;21749;8444;4347;55885;1288;483;253;2024
24/01/2015;15Ê-Ê16;21682;22007;8758;4165;56613;1297;502;252;2051
24/01/2015;16Ê-Ê17;22657;22517;8969;3998;58139;1287;609;262;2158
24/01/2015;17Ê-Ê18;23639;22706;9023;4133;59503;1285;635;272;2192
24/01/2015;18Ê-Ê19;23154;22736;8841;4140;58871;1297;574;259;2130
24/01/2015;19Ê-Ê20;22157;22101;8623;4068;56949;1289;537;257;2083
24/01/2015;20Ê-Ê21;20862;20832;8401;4202;54298;1294;443;241;1978
24/01/2015;21Ê-Ê22;19524;19844;8128;4041;51538;1272;220;234;1726
24/01/2015;22Ê-Ê23;19019;18725;8026;4050;49820;1219;194;171;1584
24/01/2015;23Ê-Ê00;17996;17515;7927;4013;47451;1157;208;166;1531
25/01/2015;00Ê-Ê01;16967;16553;7711;3547;44780;1113;191;194;1498
25/01/2015;01Ê-Ê02;16238;16221;7635;3548;43643;1105;190;178;1473
25/01/2015;02Ê-Ê03;15792;16058;7589;3592;43031;1081;189;168;1438
25/01/2015;03Ê-Ê04;15473;16092;7545;3615;42726;1020;194;169;1383
25/01/2015;04Ê-Ê05;15483;16068;7528;3599;42680;1062;195;168;1425
25/01/2015;05Ê-Ê06;15967;16334;7540;3572;43413;1103;229;219;1551
25/01/2015;06Ê-Ê07;16576;16525;7699;3637;44439;1118;264;220;1602
25/01/2015;07Ê-Ê08;17564;17268;7817;3593;46242;1133;339;221;1693
25/01/2015;08Ê-Ê09;18682;18070;7860;3523;48135;1109;444;220;1773
25/01/2015;09Ê-Ê10;20089;18903;7929;3671;50591;1135;521;220;1876
25/01/2015;10Ê-Ê11;21522;19889;7999;3542;52951;1114;550;220;1884
25/01/2015;11Ê-Ê12;22330;20470;8108;3469;54378;1102;550;221;1873
25/01/2015;12Ê-Ê13;22201;20785;8122;3258;54366;1100;529;221;1850
25/01/2015;13Ê-Ê14;21562;20628;8068;3166;53425;1096;527;221;1844
25/01/2015;14Ê-Ê15;21073;20501;8075;3124;52772;1087;511;220;1818
25/01/2015;15Ê-Ê16;21843;20720;8196;3014;53773;1091;530;221;1842
25/01/2015;16Ê-Ê17;23502;21252;8496;3056;56305;1097;698;224;2019
25/01/2015;17Ê-Ê18;24366;22085;8693;3306;58449;1110;750;226;2086
25/01/2015;18Ê-Ê19;23997;21977;8703;3262;57940;1109;722;226;2057
25/01/2015;19Ê-Ê20;23281;21749;8470;3321;56822;1112;683;224;2019
25/01/2015;20Ê-Ê21;22517;21202;8275;3296;55289;1106;586;227;1919
25/01/2015;21Ê-Ê22;21417;20431;8050;3371;53269;1084;376;225;1685
25/01/2015;22Ê-Ê23;20208;19791;7809;3399;51209;1060;193;174;1427
25/01/2015;23Ê-Ê00;18073;18703;7690;3629;48096;1036;204;171;1411
26/01/2015;00Ê-Ê01;16081;17934;7680;3621;45318;1037;187;171;1395
26/01/2015;01Ê-Ê02;15236;17822;7632;3652;44342;904;185;169;1258
26/01/2015;02Ê-Ê03;14759;17667;7635;3885;43945;890;187;169;1246
26/01/2015;03Ê-Ê04;14449;17913;7646;4133;44141;884;214;169;1267
26/01/2015;04Ê-Ê05;14806;17910;7762;4350;44828;910;323;172;1405
26/01/2015;05Ê-Ê06;16562;19601;8440;4840;49445;1286;397;371;2054
26/01/2015;06Ê-Ê07;19401;21523;9344;5159;55426;1370;904;389;2663
26/01/2015;07Ê-Ê08;22336;22956;9606;5451;60348;1383;1073;542;2998
26/01/2015;08Ê-Ê09;22787;23031;9589;5527;60935;1386;1137;559;3082
26/01/2015;09Ê-Ê10;22759;22782;9589;5560;60690;1393;1141;479;3013
26/01/2015;10Ê-Ê11;23376;22618;9524;5527;61045;1399;1095;440;2934
26/01/2015;11Ê-Ê12;23042;22766;9427;5394;60629;1388;1066;362;2816
26/01/2015;12Ê-Ê13;22755;22895;9302;5359;60311;1409;1095;376;2880
26/01/2015;13Ê-Ê14;22650;22933;9286;5170;60038;1410;1060;364;2834
26/01/2015;14Ê-Ê15;22678;22957;9339;5019;59993;1415;1052;368;2835
26/01/2015;15Ê-Ê16;22822;23051;9579;4961;60413;1437;1098;367;2902
26/01/2015;16Ê-Ê17;23485;23221;9642;4947;61294;1444;1149;447;3040
26/01/2015;17Ê-Ê18;23670;23529;9753;5139;62090;1458;1089;403;2950
26/01/2015;18Ê-Ê19;23236;23290;9519;5142;61187;1455;1027;375;2857
26/01/2015;19Ê-Ê20;22985;22698;8917;4947;59547;1430;691;381;2502
26/01/2015;20Ê-Ê21;21416;21789;8348;4970;56523;1354;564;389;2307
26/01/2015;21Ê-Ê22;20365;20518;8066;4851;53800;1360;324;387;2071
26/01/2015;22Ê-Ê23;18243;19533;7881;5053;50711;1289;194;223;1706
26/01/2015;23Ê-Ê00;16116;18012;7765;5082;46977;1281;194;237;1712
27/01/2015;00Ê-Ê01;15189;17035;7860;4698;44782;1176;196;238;1610
27/01/2015;01Ê-Ê02;14557;16784;7756;4611;43708;1099;196;249;1544
27/01/2015;02Ê-Ê03;14070;16809;7619;4752;43252;1080;197;253;1530
27/01/2015;03Ê-Ê04;14342;16823;7600;4685;43450;1076;198;266;1540
27/01/2015;04Ê-Ê05;15127;17204;7689;4619;44638;1146;286;276;1708
27/01/2015;05Ê-Ê06;16426;18613;8158;4796;47993;1411;212;289;1912
27/01/2015;06Ê-Ê07;19479;20865;9001;5309;54655;1402;253;288;1943
27/01/2015;07Ê-Ê08;22100;22965;9640;5356;60063;1398;1045;749;3192
27/01/2015;08Ê-Ê09;22956;23352;9687;5237;61233;1397;1083;742;3222
27/01/2015;09Ê-Ê10;22916;23177;9534;5171;60798;1397;1057;729;3183
27/01/2015;10Ê-Ê11;23138;23064;9414;4888;60504;1403;1115;680;3198
27/01/2015;11Ê-Ê12;22819;22961;9356;4822;59958;1426;1093;703;3222
27/01/2015;12Ê-Ê13;22461;22631;9343;4706;59142;1512;1062;617;3191
27/01/2015;13Ê-Ê14;22409;22401;9405;4643;58859;1505;1035;553;3093
27/01/2015;14Ê-Ê15;22462;22283;9536;4337;58618;1509;968;521;2998
27/01/2015;15Ê-Ê16;22808;22452;9630;4042;58932;1500;1063;696;3259
27/01/2015;16Ê-Ê17;24037;22672;9674;3764;60147;1518;1281;685;3484
27/01/2015;17Ê-Ê18;24239;23190;9616;4127;61171;1531;1214;683;3428
27/01/2015;18Ê-Ê19;24200;23536;9316;4151;61202;1532;1020;376;2928
27/01/2015;19Ê-Ê20;23496;23258;8621;3915;59289;1530;654;392;2576
27/01/2015;20Ê-Ê21;22052;22439;8392;3804;56689;1522;511;393;2426
27/01/2015;21Ê-Ê22;21287;21503;8205;3684;54679;1537;287;393;2217
27/01/2015;22Ê-Ê23;19913;20759;8046;3763;52482;1491;197;167;1855
27/01/2015;23Ê-Ê00;17749;19359;7954;3796;48856;1273;191;168;1632
28/01/2015;00Ê-Ê01;16318;18100;8020;3988;46426;1170;190;165;1525
28/01/2015;01Ê-Ê02;15516;17515;7960;4015;45008;1171;188;166;1525
28/01/2015;02Ê-Ê03;14897;17256;7952;4109;44214;1141;188;166;1495
28/01/2015;03Ê-Ê04;14056;17322;7882;4312;43571;1118;195;166;1479
28/01/2015;04Ê-Ê05;14441;17438;8032;4703;44614;1149;266;170;1585
28/01/2015;05Ê-Ê06;15629;18598;8398;5087;47714;1398;442;342;2182
28/01/2015;06Ê-Ê07;18521;21186;9146;5316;54170;1413;814;383;2610
28/01/2015;07Ê-Ê08;21146;22957;9547;5450;59100;1425;1046;419;2890
28/01/2015;08Ê-Ê09;21259;23098;9400;5699;59456;1446;1114;428;2988
28/01/2015;09Ê-Ê10;20901;22538;9295;5871;58604;1484;1092;427;3003
28/01/2015;10Ê-Ê11;20593;22552;9138;6021;58304;1506;1079;421;3006
28/01/2015;11Ê-Ê12;20150;22227;9117;6359;57854;1519;1005;411;2935
