Hours;DK1;DK2;DK;SYS;DK1;DK2
09Ê-Ê10;2979;1880;4859;171,68;171,16;171,16
10Ê-Ê11;2977;1886;4863;167,58;167,2;167,2
11Ê-Ê12;2915;1870;4785;167,2;166,76;166,76
12Ê-Ê13;2763;1836;4599;165,64;165,34;165,34
13Ê-Ê14;2630;1790;4420;164,22;164,07;164,07
14Ê-Ê15;2477;1734;4211;163,92;164,15;164,15
15Ê-Ê16;2372;1670;4042;164,07;164,15;164,15
16Ê-Ê17;2388;1676;4064;164,52;164,52;164,52
17Ê-Ê18;2557;1783;4340;167,95;165,94;165,94
18Ê-Ê19;2631;1884;4515;176;168,84;189,79
19Ê-Ê20;2593;1868;4461;171,23;169,14;189,64
20Ê-Ê21;2404;1731;4135;166,83;166,83;166,83
21Ê-Ê22;2242;1594;3836;164,89;164,97;164,97
22Ê-Ê23;2092;1491;3583;161,91;162,14;162,14
23Ê-Ê00;1943;1387;3330;157,36;157,44;157,44
00Ê-Ê01;1828;1292;3120;158,76;158,83;158,83
01Ê-Ê02;1761;1231;2992;157,71;157,71;157,71
02Ê-Ê03;1731;1201;2932;157,49;157,56;157,56
03Ê-Ê04;1725;1190;2915;158,23;158,46;158,46
04Ê-Ê05;1753;1194;2947;158,46;158,76;158,76
05Ê-Ê06;1812;1224;3036;159,87;160,4;160,4
06Ê-Ê07;1911;1262;3173;160,47;160,92;160,92
07Ê-Ê08;2086;1384;3470;161,74;162,18;162,18
08Ê-Ê09;2255;1529;3784;162,41;162,78;162,78
09Ê-Ê10;2332;1623;3955;165,84;166,06;166,06
10Ê-Ê11;2321;1670;3991;164,79;164,94;164,94
11Ê-Ê12;2251;1646;3897;163;163,15;163,15
12Ê-Ê13;2157;1603;3760;159,72;159,87;159,87
13Ê-Ê14;2056;1557;3613;157,49;157,49;157,49
14Ê-Ê15;1974;1534;3508;153,91;153,91;153,91
15Ê-Ê16;1934;1523;3457;152,12;152,2;152,2
16Ê-Ê17;1997;1542;3539;154,95;154,95;154,95
17Ê-Ê18;2228;1651;3879;161,59;161,74;161,74
18Ê-Ê19;2329;1763;4092;166,13;165,46;165,46
19Ê-Ê20;2338;1755;4093;165,46;165,46;165,46
20Ê-Ê21;2193;1651;3844;161,81;161,89;161,89
21Ê-Ê22;2015;1553;3568;160,47;160,47;160,47
22Ê-Ê23;1895;1450;3345;158,83;158,83;158,83
23Ê-Ê00;1761;1345;3106;154,28;154,36;154,36
00Ê-Ê01;1595;1254;2849;150,18;132,14;150,33
01Ê-Ê02;1587;1195;2782;146,53;127;146,68
02Ê-Ê03;1601;1175;2776;144,22;138,85;144,36
03Ê-Ê04;1586;1158;2744;143,47;143,47;143,47
04Ê-Ê05;1605;1153;2758;144,29;144,29;144,29
05Ê-Ê06;1650;1190;2840;146,38;146,38;146,38
06Ê-Ê07;1726;1237;2963;147,12;147,12;147,12
07Ê-Ê08;1871;1276;3147;146,75;146,75;146,75
08Ê-Ê09;2022;1362;3384;148,46;148,46;148,46
09Ê-Ê10;2097;1437;3534;151,3;151,3;151,3
10Ê-Ê11;2127;1485;3612;153,46;153,46;153,46
11Ê-Ê12;2093;1512;3605;153,98;153,98;153,98
12Ê-Ê13;2047;1560;3607;152,94;152,94;152,94
13Ê-Ê14;2026;1539;3565;150,63;150,63;150,63
14Ê-Ê15;2009;1514;3523;150,18;150,18;150,18
15Ê-Ê16;1958;1479;3437;150,1;150,1;150,1
16Ê-Ê17;2015;1490;3505;149,43;149,43;149,43
17Ê-Ê18;2229;1607;3836;153,08;141,76;153,31
18Ê-Ê19;2345;1748;4093;164,12;175,44;163,89
19Ê-Ê20;2346;1764;4110;165,38;165,38;165,38
20Ê-Ê21;2196;1649;3845;162,92;162,92;162,92
21Ê-Ê22;2029;1536;3565;160,54;160,54;160,54
22Ê-Ê23;1877;1397;3274;158,53;158,53;158,53
23Ê-Ê00;1734;1293;3027;151,52;151,52;151,52
00Ê-Ê01;1659;1208;2867;151,22;151,22;151,22
01Ê-Ê02;1602;1157;2759;148,31;148,31;148,31
02Ê-Ê03;1611;1127;2738;147,64;147,49;147,49
03Ê-Ê04;1619;1121;2740;148,69;148,31;148,31
04Ê-Ê05;1681;1167;2848;153,9;152,04;152,04
05Ê-Ê06;1841;1259;3100;162,7;158,97;158,97
06Ê-Ê07;2144;1409;3553;164,64;161,58;161,58
07Ê-Ê08;2512;1631;4143;167,47;164,79;164,79
08Ê-Ê09;2645;1786;4431;170;166,35;166,35
09Ê-Ê10;2710;1833;4543;168,07;165,61;165,61
10Ê-Ê11;2748;1850;4598;167,25;165,16;165,16
11Ê-Ê12;2705;1811;4516;166,13;163,97;163,97
12Ê-Ê13;2654;1778;4432;164,93;162,77;162,77
13Ê-Ê14;2665;1777;4442;164,26;161,88;161,88
14Ê-Ê15;2611;1735;4346;163,22;160,76;160,76
15Ê-Ê16;2517;1697;4214;163,15;160,61;160,61
16Ê-Ê17;2540;1707;4247;163,3;160,69;160,69
17Ê-Ê18;2668;1810;4478;165,53;163,07;163,07
18Ê-Ê19;2697;1882;4579;169,18;165,38;165,38
19Ê-Ê20;2653;1874;4527;167,54;165,83;165,83
20Ê-Ê21;2459;1741;4200;164,93;164,49;164,49
21Ê-Ê22;2279;1605;3884;163,44;162,85;162,85
22Ê-Ê23;2095;1456;3551;161,36;160,84;160,84
23Ê-Ê00;1926;1330;3256;155,77;155,77;155,77
00Ê-Ê01;1809;1224;3033;151,57;151,13;151,5
01Ê-Ê02;1767;1181;2948;149,86;149,64;149,64
02Ê-Ê03;1723;1154;2877;149,64;149,41;149,41
03Ê-Ê04;1734;1144;2878;152,84;152,54;152,54
04Ê-Ê05;1797;1163;2960;157,91;156,49;156,49
05Ê-Ê06;1951;1252;3203;163,65;160,14;160,14
06Ê-Ê07;2246;1416;3662;164,39;161,78;161,78
07Ê-Ê08;2629;1643;4272;168,56;165,73;165,73
08Ê-Ê09;2805;1795;4600;174,08;179,59;199,64
09Ê-Ê10;2826;1849;4675;171,55;179,3;190,99
10Ê-Ê11;2850;1879;4729;169,01;179,22;182,35
11Ê-Ê12;2801;1863;4664;167;172,07;172,07
12Ê-Ê13;2729;1862;4591;165,36;161,93;167,89
13Ê-Ê14;2748;1858;4606;164,61;166,33;166,33
14Ê-Ê15;2674;1820;4494;163,94;164,54;164,54
15Ê-Ê16;2549;1750;4299;164,09;164,91;164,91
16Ê-Ê17;2504;1754;4258;164,24;162,16;162,16
17Ê-Ê18;2637;1844;4481;165,73;163,65;163,65
18Ê-Ê19;2663;1901;4564;168,19;165,21;165,21
19Ê-Ê20;2658;1885;4543;167,37;165,66;165,66
20Ê-Ê21;2508;1760;4268;165,43;164,84;164,84
21Ê-Ê22;2347;1636;3983;163,94;163,42;163,42
22Ê-Ê23;2135;1488;3623;159,85;159,55;159,55
23Ê-Ê00;1946;1350;3296;156,19;155,82;155,82
00Ê-Ê01;1810;1257;3067;155,69;155,69;155,69
01Ê-Ê02;1745;1195;2940;152,86;152,86;152,86
02Ê-Ê03;1724;1152;2876;151;151;151
03Ê-Ê04;1752;1167;2919;153,23;153,23;153,23
04Ê-Ê05;1795;1189;2984;156,51;155,54;155,54
05Ê-Ê06;1924;1279;3203;160,54;158,23;158,23
06Ê-Ê07;2189;1424;3613;162,85;160,98;160,98
07Ê-Ê08;2543;1630;4173;166,87;163,52;163,52
08Ê-Ê09;2688;1768;4456;170,82;165,61;188,19
09Ê-Ê10;2707;1839;4546;168,07;164,41;164,41
10Ê-Ê11;2728;1866;4594;167,17;163,82;163,82
11Ê-Ê12;2672;1853;4525;166,2;163,15;163,15
12Ê-Ê13;2598;1817;4415;163,52;161,88;161,88
13Ê-Ê14;2587;1789;4376;162,92;161,28;161,28
14Ê-Ê15;2500;1766;4266;162,33;160,76;160,76
15Ê-Ê16;2391;1715;4106;161,95;160,31;160,31
16Ê-Ê17;2362;1688;4050;161,95;160,61;160,61
17Ê-Ê18;2488;1756;4244;163,22;162,18;162,18
18Ê-Ê19;2558;1841;4399;167,32;166,05;166,05
19Ê-Ê20;2578;1838;4416;167,54;173,13;173,13
20Ê-Ê21;2432;1726;4158;164,19;166,28;166,28
21Ê-Ê22;2254;1616;3870;163,37;163;163
22Ê-Ê23;2097;1500;3597;160,91;160,91;160,91
23Ê-Ê00;1928;1374;3302;157,56;157,56;157,56
00Ê-Ê01;1814;1288;3102;159,19;159,11;159,11
01Ê-Ê02;1751;1229;2980;156,5;156,43;156,43
02Ê-Ê03;1728;1205;2933;154,34;154,27;154,27
03Ê-Ê04;1726;1200;2926;155,53;155,46;155,46
04Ê-Ê05;1754;1218;2972;159,11;158,22;158,22
05Ê-Ê06;1820;1259;3079;163,96;162,61;162,61
06Ê-Ê07;1880;1309;3189;163,14;161,5;161,5
07Ê-Ê08;2019;1415;3434;164,33;162,46;162,46
08Ê-Ê09;2165;1530;3695;166,34;164,63;186,76
09Ê-Ê10;2214;1603;3817;165,52;163,28;186,69
10Ê-Ê11;2212;1619;3831;163,58;162,09;186,39
11Ê-Ê12;2173;1605;3778;162,39;160,97;160,97
12Ê-Ê13;2107;1569;3676;160,53;158,74;158,74
13Ê-Ê14;2059;1523;3582;158,22;156,58;156,58
14Ê-Ê15;2068;1477;3545;156,73;155,01;155,01
15Ê-Ê16;2083;1446;3529;155,61;154,12;154,12
16Ê-Ê17;2155;1484;3639;155,53;154,19;154,19
17Ê-Ê18;2346;1584;3930;157,17;155,53;155,53
18Ê-Ê19;2372;1680;4052;159,41;156,88;156,88
19Ê-Ê20;2337;1680;4017;159,11;157,55;157,55
20Ê-Ê21;2205;1591;3796;157,47;157,1;157,1
21Ê-Ê22;2058;1497;3555;156,06;155,31;155,31
22Ê-Ê23;1912;1399;3311;153,22;153;153
23Ê-Ê00;1772;1291;3063;151,14;151,29;151,29
00Ê-Ê01;1666;1214;2880;154,45;154,3;154,3
01Ê-Ê02;1600;1155;2755;151,24;151,17;151,17
02Ê-Ê03;1571;1124;2695;151,02;150,94;150,94
03Ê-Ê04;1576;1120;2696;149,08;149,01;149,01
04Ê-Ê05;1578;1124;2702;149,45;149,15;149,15
05Ê-Ê06;1648;1149;2797;151,76;151,32;151,32
06Ê-Ê07;1728;1186;2914;151,09;151,02;151,02
07Ê-Ê08;1898;1302;3200;152,06;151,99;151,99
08Ê-Ê09;2090;1449;3539;155,56;155,19;155,19
09Ê-Ê10;2190;1539;3729;157,35;156,91;156,91
10Ê-Ê11;2239;1596;3835;157,13;156,91;156,91
11Ê-Ê12;2229;1613;3842;156,24;155,79;155,79
12Ê-Ê13;2164;1597;3761;155,42;154,67;154,67
13Ê-Ê14;2071;1561;3632;152,58;152,21;152,21
14Ê-Ê15;2006;1539;3545;152,06;151,39;151,39
15Ê-Ê16;1946;1526;3472;152,06;151,17;151,17
16Ê-Ê17;1987;1556;3543;152,43;151,76;151,76
17Ê-Ê18;2129;1656;3785;154,52;152,58;152,58
18Ê-Ê19;2183;1696;3879;157,73;155,27;155,27
19Ê-Ê20;2240;1678;3918;157,35;156,61;156,61
20Ê-Ê21;2108;1569;3677;154,97;155,04;155,04
21Ê-Ê22;1980;1475;3455;153,03;153,11;153,11
22Ê-Ê23;1866;1391;3257;152,43;152,43;152,43
23Ê-Ê00;1728;1295;3023;150,2;150,2;150,2
00Ê-Ê01;1645;1214;2859;155,19;155,19;155,19
01Ê-Ê02;1596;1159;2755;153,11;153,11;153,11
02Ê-Ê03;1578;1128;2706;152,29;152,29;152,29
03Ê-Ê04;1567;1121;2688;149,08;149,08;149,08
04Ê-Ê05;1580;1145;2725;149,08;149,08;149,08
05Ê-Ê06;1649;1160;2809;149,15;149,15;149,15
06Ê-Ê07;1702;1187;2889;149,15;149,15;149,15
07Ê-Ê08;1875;1313;3188;152,58;152,58;152,58
08Ê-Ê09;1992;1443;3435;155,64;155,64;155,64
09Ê-Ê10;2030;1527;3557;157,35;157,35;157,35
10Ê-Ê11;2020;1572;3592;155,86;155,86;155,86
11Ê-Ê12;1987;1551;3538;148,86;148,86;148,86
12Ê-Ê13;1971;1508;3479;142,07;142,07;142,07
13Ê-Ê14;1967;1462;3429;136,11;136,11;136,11
14Ê-Ê15;1929;1426;3355;130,52;121,43;130,74
15Ê-Ê16;1894;1388;3282;131,71;117,4;132,16
16Ê-Ê17;1897;1411;3308;132,83;118,15;133,2
17Ê-Ê18;2077;1505;3582;143,12;144,53;143,12
18Ê-Ê19;2163;1594;3757;150,05;149,97;149,97
19Ê-Ê20;2151;1653;3804;149,75;149,75;149,75
20Ê-Ê21;2017;1557;3574;148,63;148,63;148,63
21Ê-Ê22;1893;1477;3370;139,39;134,1;139,54
22Ê-Ê23;1765;1395;3160;133,5;133,5;133,5
23Ê-Ê00;1655;1297;2952;127,91;109,28;109,28
00Ê-Ê01;1554;1210;2764;118;54,64;54,64
01Ê-Ê02;1506;1162;2668;109,65;22,66;22,66
02Ê-Ê03;;;;;;
03Ê-Ê04;1466;1130;2596;115,09;45,47;74,39
04Ê-Ê05;1469;1126;2595;112,85;29,97;74,09
05Ê-Ê06;1503;1143;2646;115,31;29,97;74,84
06Ê-Ê07;1585;1157;2742;116,21;6,78;6,78
07Ê-Ê08;1655;1216;2871;120,16;34,51;74,54
08Ê-Ê09;1827;1334;3161;119,19;55,91;74,84
09Ê-Ê10;1963;1439;3402;125,82;66,42;74,91
10Ê-Ê11;2035;1474;3509;128,58;129,03;129,03
11Ê-Ê12;2126;1480;3606;128,95;129,4;129,4
12Ê-Ê13;2132;1480;3612;125,23;125,3;125,3
13Ê-Ê14;2115;1420;3535;119,86;119,41;119,41
14Ê-Ê15;2064;1428;3492;116,06;115,02;115,02
15Ê-Ê16;1988;1422;3410;115,91;115,69;115,69
16Ê-Ê17;2000;1481;3481;119,11;119,11;119,11
17Ê-Ê18;2088;1555;3643;126,94;126,94;126,94
18Ê-Ê19;2083;1582;3665;130,74;130,74;130,74
19Ê-Ê20;2039;1546;3585;146,1;146,1;146,1
20Ê-Ê21;2085;1559;3644;152,29;152,29;152,29
21Ê-Ê22;1961;1482;3443;148,11;148,11;148,11
22Ê-Ê23;1846;1386;3232;145,35;145,35;145,35
23Ê-Ê00;1717;1297;3014;137,9;137,9;137,9
00Ê-Ê01;1588;1210;2798;116,95;96,01;96,01
01Ê-Ê02;1510;1139;2649;110,32;61,72;61,72
02Ê-Ê03;1495;1103;2598;109,5;55,38;55,38
03Ê-Ê04;1485;1092;2577;107,71;48,45;48,45
04Ê-Ê05;1489;1099;2588;114,49;39,28;39,28
05Ê-Ê06;1536;1137;2673;122,39;46,81;46,81
06Ê-Ê07;1634;1201;2835;118,44;43,68;43,68
07Ê-Ê08;1709;1281;2990;119,71;44,43;44,43
08Ê-Ê09;1854;1407;3261;124,11;29,74;88,11
09Ê-Ê10;1941;1525;3466;131,04;25,42;131,79
10Ê-Ê11;2037;1589;3626;134,84;19,98;136,26
11Ê-Ê12;2028;1578;3606;134,32;0,52;138,12
12Ê-Ê13;1922;1545;3467;130,67;-5,74;134,92
13Ê-Ê14;1906;1516;3422;127,84;-90,72;88,4
14Ê-Ê15;1902;1472;3374;124,93;-99,66;-44,2
15Ê-Ê16;1911;1473;3384;123,44;-100,26;-44,57
16Ê-Ê17;1958;1509;3467;124,26;-100,18;-45,02
17Ê-Ê18;2135;1634;3769;127,09;-31,31;-31,31
18Ê-Ê19;2147;1655;3802;135,74;55,53;55,53
19Ê-Ê20;2046;1618;3664;138,57;87,88;87,88
20Ê-Ê21;2050;1594;3644;138,94;126,87;126,87
21Ê-Ê22;1961;1486;3447;134,77;85,5;135,81
22Ê-Ê23;1818;1362;3180;132,16;121,43;121,43
23Ê-Ê00;1683;1250;2933;124,71;96,75;96,75
00Ê-Ê01;1592;1158;2750;123,07;85,8;122,02
01Ê-Ê02;1570;1114;2684;122,39;68,13;121,8
02Ê-Ê03;1561;1101;2662;117,62;89,08;116,8
03Ê-Ê04;1571;1109;2680;117,62;68,8;117,7
04Ê-Ê05;1647;1121;2768;124,48;61,87;125
05Ê-Ê06;1810;1224;3034;140,43;100,55;137,9
06Ê-Ê07;2206;1452;3658;153,03;176,29;149,97
07Ê-Ê08;2560;1668;4228;159,96;168,16;168,16
08Ê-Ê09;2685;1781;4466;161,53;159,29;159,29
09Ê-Ê10;2705;1808;4513;161,3;159,29;159,29
10Ê-Ê11;2725;1818;4543;160,48;158,32;158,32
11Ê-Ê12;2671;1789;4460;159,29;156,98;156,98
12Ê-Ê13;2608;1763;4371;155,56;152,29;152,29
13Ê-Ê14;2674;1744;4418;151,91;149,01;149,01
14Ê-Ê15;2621;1701;4322;149,45;147,81;147,81
15Ê-Ê16;2430;1644;4074;148,78;146,99;146,99
16Ê-Ê17;2382;1657;4039;149,68;142,67;148,04
17Ê-Ê18;2502;1755;4257;157,5;160,11;154,75
18Ê-Ê19;2455;1736;4191;160,11;158,02;158,02
19Ê-Ê20;2409;1697;4106;161,16;159,07;159,07
20Ê-Ê21;2446;1713;4159;160,41;159,52;159,52
21Ê-Ê22;2324;1607;3931;157,95;157,58;157,58
22Ê-Ê23;2145;1456;3601;153,18;152,81;152,81
23Ê-Ê00;1944;1295;3239;149,75;149,68;149,68
00Ê-Ê01;1798;1189;2987;151,47;151,32;151,32
01Ê-Ê02;1763;1136;2899;150,2;150,05;150,05
02Ê-Ê03;1734;1111;2845;150,72;150,57;150,57
03Ê-Ê04;1747;1124;2871;148,63;148,48;148,48
04Ê-Ê05;1805;1142;2947;150,79;150,42;150,42
05Ê-Ê06;1939;1243;3182;158,84;157,13;157,13
06Ê-Ê07;2368;1468;3836;163,62;161,53;161,53
07Ê-Ê08;2734;1684;4418;174,5;165,55;165,55
08Ê-Ê09;2893;1800;4693;186,28;172,49;172,49
09Ê-Ê10;2918;1847;4765;178,75;167,94;167,94
10Ê-Ê11;2951;1902;4853;171,44;163,91;163,91
11Ê-Ê12;2959;1917;4876;165,85;162,72;162,72
12Ê-Ê13;2855;1914;4769;163,09;161,3;161,3
13Ê-Ê14;2812;1932;4744;162,57;160,86;160,86
14Ê-Ê15;2709;1858;4567;161,9;160,34;160,34
15Ê-Ê16;2613;1783;4396;161,08;159,44;159,44
16Ê-Ê17;2530;1768;4298;161,08;159,07;159,07
17Ê-Ê18;2686;1856;4542;162,42;160,34;160,34
18Ê-Ê19;2637;1826;4463;163,84;161,68;161,68
19Ê-Ê20;2549;1747;4296;166,97;163,09;163,09
20Ê-Ê21;2558;1743;4301;163,84;163,24;163,24
21Ê-Ê22;2424;1631;4055;162,12;161,68;161,68
22Ê-Ê23;2210;1494;3704;159,52;159,14;159,14
23Ê-Ê00;2003;1328;3331;156,76;156,83;156,83
00Ê-Ê01;1872;1219;3091;153,89;153,15;153,15
01Ê-Ê02;1819;1172;2991;151,43;150,84;150,84
02Ê-Ê03;1794;1151;2945;150,69;150,24;150,24
03Ê-Ê04;1796;1138;2934;151,36;150,69;150,69
04Ê-Ê05;1840;1163;3003;154,27;153,6;153,6
05Ê-Ê06;2005;1251;3256;161,12;160,53;160,53
06Ê-Ê07;2405;1494;3899;170,74;166,04;166,04
07Ê-Ê08;2752;1698;4450;194,51;179,46;262,48
08Ê-Ê09;2853;1800;4653;209,71;185,57;297,95
09Ê-Ê10;2801;1838;4639;201,66;185,79;265,16
10Ê-Ê11;2851;1876;4727;186,39;179,83;251,97
11Ê-Ê12;2796;1859;4655;179,38;179,23;246,98
12Ê-Ê13;2701;1824;4525;168,5;164,1;218,43
13Ê-Ê14;2657;1791;4448;164,33;175,06;218,36
14Ê-Ê15;2540;1738;4278;162,84;148,6;203,08
15Ê-Ê16;2401;1669;4070;162,17;160,38;182,74
16Ê-Ê17;2336;1632;3968;161,35;159,41;179,83
17Ê-Ê18;2466;1742;4208;162,02;160,01;181,32
18Ê-Ê19;2429;1733;4162;162,91;160,75;199,58
19Ê-Ê20;2370;1704;4074;163,81;161,5;226,03
20Ê-Ê21;2439;1717;4156;163,43;162,32;232,67
21Ê-Ê22;2329;1618;3947;162,32;161,64;161,64
22Ê-Ê23;2164;1474;3638;159,33;158,66;158,66
23Ê-Ê00;1993;1325;3318;152,63;152,25;152,25
00Ê-Ê01;1858;1226;3084;154,3;154,15;154,15
01Ê-Ê02;1811;1165;2976;151,47;151,32;151,32
02Ê-Ê03;1786;1140;2926;151,69;151,54;151,54
03Ê-Ê04;1784;1149;2933;150,2;150,05;150,05
04Ê-Ê05;1848;1192;3040;153,7;153,63;153,63
05Ê-Ê06;2028;1293;3321;159,89;158,4;158,4
06Ê-Ê07;2432;1500;3932;168,46;164,36;164,36
07Ê-Ê08;2771;1707;4478;196,62;180,82;248,03
08Ê-Ê09;2856;1809;4665;220,83;198,7;294,07
09Ê-Ê10;2847;1833;4680;222,7;249;279,17
10Ê-Ê11;2849;1845;4694;210,85;238,86;251,38
11Ê-Ê12;2771;1810;4581;193,49;215,92;222,17
12Ê-Ê13;2632;1765;4397;171,73;187,53;187,53
13Ê-Ê14;2527;1739;4266;165,77;163,39;163,39
14Ê-Ê15;2385;1685;4070;162,79;161,97;161,97
15Ê-Ê16;2282;1621;3903;160,93;161,08;161,08
16Ê-Ê17;2259;1610;3869;161,38;160,71;160,71
17Ê-Ê18;2391;1670;4061;162,2;161,6;161,6
18Ê-Ê19;2406;1692;4098;163,84;192,97;192,97
19Ê-Ê20;2304;1662;3966;164,21;163,09;163,09
20Ê-Ê21;2285;1638;3923;163,46;163,39;247,43
21Ê-Ê22;2170;1544;3714;162,12;162,12;162,12
22Ê-Ê23;2021;1438;3459;160,19;160,19;160,19
23Ê-Ê00;1862;1326;3188;156,91;156,91;156,91
00Ê-Ê01;1720;1224;2944;157,27;143,49;157,42
01Ê-Ê02;1634;1150;2784;154,96;154,96;154,96
02Ê-Ê03;1566;1117;2683;153,4;153,47;153,47
03Ê-Ê04;1570;1096;2666;147,81;147,81;147,81
04Ê-Ê05;1577;1095;2672;148,33;148,33;148,33
05Ê-Ê06;1606;1124;2730;149,67;149,67;149,67
06Ê-Ê07;1731;1169;2900;150,42;150,42;150,42
07Ê-Ê08;1888;1267;3155;154,89;154,89;154,89
08Ê-Ê09;2060;1415;3475;157,49;157,49;157,49
09Ê-Ê10;2144;1522;3666;158,91;158,91;158,91
10Ê-Ê11;2148;1560;3708;155,03;155,03;155,03
11Ê-Ê12;2114;1552;3666;149,6;149,6;149,6
12Ê-Ê13;2038;1517;3555;147,29;147,29;147,29
13Ê-Ê14;1991;1489;3480;147,21;147,21;147,21
14Ê-Ê15;1963;1462;3425;144,23;144,23;144,23
15Ê-Ê16;1944;1427;3371;143,64;143,64;143,64
16Ê-Ê17;1969;1449;3418;144,23;141,25;144,6
17Ê-Ê18;2117;1556;3673;152,35;149,89;152,35
18Ê-Ê19;2185;1597;3782;160,47;166,21;163,75
19Ê-Ê20;2119;1546;3665;161,81;161,81;161,81
20Ê-Ê21;2122;1557;3679;160,62;160,55;160,55
21Ê-Ê22;2037;1483;3520;159,28;159,28;159,28
22Ê-Ê23;1912;1378;3290;157,72;157,72;157,72
23Ê-Ê00;1773;1270;3043;155,85;155,85;155,85
00Ê-Ê01;1652;1164;2816;149,98;145,89;150,36
01Ê-Ê02;1592;1110;2702;140,75;134,57;140,75
02Ê-Ê03;1554;1084;2638;138,22;138,22;138,22
03Ê-Ê04;1544;1079;2623;138,29;137,92;137,92
04Ê-Ê05;1565;1074;2639;136,21;136,21;136,21
05Ê-Ê06;1584;1093;2677;137,03;137,03;137,03
06Ê-Ê07;1668;1138;2806;137,25;137,25;137,25
07Ê-Ê08;1781;1219;3000;138,29;138,29;138,29
08Ê-Ê09;1962;1365;3327;142,09;141,72;141,72
09Ê-Ê10;2077;1476;3553;144,55;144,55;144,55
10Ê-Ê11;2130;1535;3665;146,86;146,86;146,86
11Ê-Ê12;2086;1554;3640;147,68;147,68;147,68
12Ê-Ê13;2033;1527;3560;143,65;143,65;143,65
13Ê-Ê14;2012;1505;3517;142,84;142,84;142,84
14Ê-Ê15;2017;1477;3494;142,61;142,61;142,61
15Ê-Ê16;2000;1458;3458;145,81;145,81;145,81
16Ê-Ê17;2091;1487;3578;149,84;149,84;149,84
17Ê-Ê18;2335;1592;3927;152;143,65;152,29
18Ê-Ê19;2367;1623;3990;157,8;157,8;157,8
19Ê-Ê20;2246;1621;3867;163,46;172,4;172,4
20Ê-Ê21;2233;1593;3826;163,99;163,99;163,99
21Ê-Ê22;2100;1484;3584;161,45;161,45;161,45
22Ê-Ê23;1968;1344;3312;159,22;159,22;159,22
23Ê-Ê00;1817;1209;3026;154,23;154,23;154,23
00Ê-Ê01;1736;1128;2864;152,59;152,67;152,67
01Ê-Ê02;1685;1063;2748;145,89;145,89;145,89
02Ê-Ê03;1675;1062;2737;142,61;142,69;142,69
03Ê-Ê04;1689;1071;2760;142,54;142,61;142,61
04Ê-Ê05;1736;1098;2834;144,03;144,03;144,03
05Ê-Ê06;1898;1204;3102;155,94;151,85;153,04
06Ê-Ê07;2276;1413;3689;168,16;166,44;165,25
07Ê-Ê08;2645;1648;4293;200,62;178,58;178,58
08Ê-Ê09;2809;1758;4567;236,74;201,37;257,45
09Ê-Ê10;2796;1801;4597;223,56;233,84;243,45
10Ê-Ê11;2851;1818;4669;212,17;213,51;215,3
11Ê-Ê12;2835;1802;4637;188,78;180,96;182,45
12Ê-Ê13;2724;1777;4501;172,18;169,87;169,87
13Ê-Ê14;2725;1743;4468;175,45;173,22;173,22
14Ê-Ê15;2679;1735;4414;171,13;171,95;171,95
15Ê-Ê16;2553;1670;4223;165,92;167,49;167,49
16Ê-Ê17;2552;1649;4201;167,19;167,41;167,41
17Ê-Ê18;2672;1771;4443;166,89;169,05;169,05
18Ê-Ê19;2595;1755;4350;168,38;170,61;170,61
19Ê-Ê20;2487;1669;4156;172,77;170,69;170,69
20Ê-Ê21;2472;1650;4122;170,17;175,01;175,01
21Ê-Ê22;2346;1545;3891;166,59;169,12;169,12
22Ê-Ê23;2133;1396;3529;162,2;163,99;163,99
23Ê-Ê00;1921;1256;3177;157,06;158,1;158,1
00Ê-Ê01;1776;1150;2926;151,23;150,48;151,68
01Ê-Ê02;1719;1090;2809;149,22;149,22;149,22
02Ê-Ê03;1711;1068;2779;149,14;149,07;149,07
03Ê-Ê04;1722;1073;2795;147,51;147,58;147,58
04Ê-Ê05;1765;1088;2853;149,52;149,52;149,52
05Ê-Ê06;1942;1195;3137;157,41;158,3;158,3
06Ê-Ê07;2353;1417;3770;169,1;170,29;170,29
07Ê-Ê08;2702;1653;4355;187,64;238,12;238,12
08Ê-Ê09;2856;1757;4613;196,72;256,22;256,22
09Ê-Ê10;2837;1798;4635;196,65;253,76;253,76
10Ê-Ê11;2882;1810;4692;195,46;247,8;247,8
11Ê-Ê12;2861;1809;4670;181,16;239,31;239,31
12Ê-Ê13;2779;1771;4550;173,72;197,02;214,52
13Ê-Ê14;2814;1767;4581;170,81;193,15;193,15
14Ê-Ê15;2760;1749;4509;169,99;179,82;179,82
15Ê-Ê16;2703;1729;4432;168,28;175,8;175,8
16Ê-Ê17;2701;1744;4445;167,83;174,16;174,16
17Ê-Ê18;2850;1849;4699;169,92;188,09;188,09
18Ê-Ê19;2755;1830;4585;169,84;175,73;175,73
19Ê-Ê20;2634;1755;4389;172,67;184,74;184,74
20Ê-Ê21;2564;1706;4270;170,89;180,86;180,86
21Ê-Ê22;2428;1594;4022;168,95;171,7;171,7
22Ê-Ê23;2232;1433;3665;163,51;166,42;166,42
23Ê-Ê00;2024;1305;3329;156,74;158,38;158,38
00Ê-Ê01;1866;1193;3059;147,01;148,8;148,8
01Ê-Ê02;1766;1119;2885;142,85;142,85;142,85
02Ê-Ê03;1739;1018;2757;141,81;141,81;141,81
03Ê-Ê04;1757;882;2639;140,99;140,99;140,99
04Ê-Ê05;1808;885;2693;141,51;141,51;141,51
